DEÜ der
A/LAÜ/M~I/DJE alarmierte
BUL/GA/RIn Bulgarien
FW~O/MO/NA+D Vormonat
BE/SRIP beschrieb
BOP Bob
FOLKS/W~ID/SJAFD Volkswirtschaft
FRÜ/HE/REÜ früherer
MID/BE/GDOMn mitbekommen
O/GDÄI okay
WAÜFn warfen
HAUS/AÜ+SD Hausarzt
SDRE+PD strebt
BDJNN/WESn Wesen
SHMU/BFRUKʃ Zuspruch
GWÄON/LIKʃ gewöhnlich
BDJNN/NAKʃ/BAÜ Nachbar
SDEU/EÜ+D steuert
IN/NE/RE innere
DEINn deinen
GWÄO/NEN gewöhnen
GDLE+D/DJEÜ/DJE kletterte
BDN/SDAN/DNE entstandene
RU/HAI/GEÜ ruhiger
SAKs Sachs
BLEÜK/DJE belegte
IN/HALD/LIKʃ inhaltlich
FW~I/MAL viermal
LE/BNS/GFÄÜ/LIKʃ lebensgefährlich
BDRÄFn/DJON Prävention
EÜ/FOLK/REIKS/DJN erfolgreichsten
SNELSD/MÄOK/LIKʃ schnellstmöglich
HÄO/RE höre
O/BDE/R~I+D operiert
SDEÜ/NE Sterne
AÜ/NOLD Arnold
BO/SHJU/MEÜ Bochumer
BDO+P Pop
SHM~IL/GRU+P/BDE Zielgruppe
GDWAÜ/DJ~I Quartier
NÄOD/LIKʃn nördlichen
GDA/BEL Kabel
DJE/GEL Tegel
FWEÜ/SJÄÜF/DJE verschärfte
N~OD/A/MRI/GDA Nordamerika
FAN/LASD veranlasst
SJULD schuld
FEÜ/GDRAF/DJN verkraften
GNE/REL/LE generelle
WOKʃn/LA+N wochenlang
NA/DJ~U+/SJU+S Naturschutz
SHMEIKʃ/Nn zeichnen
GDAUD Court
EKS/EM/BDLA/RE Exemplare
BLIF belief
BLAÜ blaue
GLEIKʃ/NA/MKn gleichnamigen
FR~Ü/SDÜK Frühstück
GDAN/DJO/NALn kantonalen
GWIS/HEID Gewissheit
SIN/GA/BD~U+ Singapur
D~UKʃ/SNID/LIKʃn durchschnittlichen
BDÄN/Kn bedanken
BEÜ/SAÜ übersah
SMEÜ+S Schmerz
SJÄ+D/SHMU+N Schätzung
BDN/BFREKʃn/DES entsprechendes
HO+D/BFOs Hotspots
HRÄI+D/MUS Rhythmus
JRO Rio
GDJE+P/SIS Skepsis
UN/DJEÜ/SHMI/HN unterziehen
UN/FWEÜ/SDÄND/NIS Unverständnis
EÜ/RIKʃ/DJU+N Errichtung
BDI/LO+D Pilot
FLÄKʃn/DE/GDND flächendeckend
MEÜ/GDELS Merkels
BWIL/LIKD bewilligt
EIN/MA/LI/GE einmalige
UN/DJEÜ/SU/SHJU+NS/AUS/SJUSs Untersuchungsausschuss
BDJNN/BÄÜ Bär
EIN/SA+D/SHMES Einsatzes
BF~IL/BDLÄ+D/SHME Spielplätze
EIN/GLEÜKD eingelegt
WEID/REIKʃn/DE weitreichende
GE/SAMD/JAÜ Gesamtjahr
DJ~UM Turm
GOLD/MAN Goldman
MÄN/LI/SHJE männliche
SHMU/DJ~IFs zutiefst
AL/GMEIN/FEÜ/FÜ/GU+N Allgemeinverfügung
HAIN/DJEÜ/LÄSD hinterlässt
SHMU/SAMn/GFASD zusammengefasst
BEÜ/AUS überaus
DOM Dom
AU/SEÜ/GWÄON/LI/SJE außergewöhnliche
GDA/MRA/DN Kameraden
BDJNN/FEÜ/SJONn Versionen
LEISs leise
BDAÜ/DJEI/LOS parteilos
BDJNN/BRÜKn Brücken
LA+N/WEI/LIK langweilig
RE/SUL/DJA/DJE Resultate
FLÜKʃ/DJN flüchten
NEU/ES/DJE neueste
F~O/HAN/DNE vorhandene
F~O/SHMU/GHN vorzugehen
GEÜ/MA/NÄI Germany
BEÜ/SE+SD übersetzt
AUS/GWÄÜL/DJN ausgewählten
AD/LEÜ Adler
DIS/GDAUN/DJEÜ Discounter
MI/SHJEL Michelle
NE/BEL Nebel
Ss/NI/O/RIN Seniorin
DRO/HN/DN drohenden
FAI/RE faire
BDO/DJN/SHMI/EL potenziell
ÄOF/NE/DJE öffnete
SWEID/LI/GIS/DJN Zweitligisten
GDMOS/DJA Costa
SWA+NS/LÄU/FIK zwangsläufig
OL/BDE Olpe
UN/DJEÜ/SUKʃ/DJN untersuchten
F~ID/BAK Feedback
GDRI/DJI/S~I/DJN kritisierten
SDRAF/DJA+D Straftat
F~OKD Vogt
BWÄÜD bewährt
F~O/GHNS/WEISs Vorgehensweise
AUS/SHMU/SED/+Sn auszusetzen
FO/DJO/GRAFn Fotografen
DJRI/UMF Triumph
SJIPn schieben
IM/MO/BI/L~I Immobilie
BREI/DJE+D breitet
FEIN/BAn vereinbaren
GLÜK/LI/SJEÜ/WEISs glücklicherweise
LÄN/GREÜ längerer
REKʃs/EKS/DJRE/ME rechtsextreme
BEÜ/FALn überfallen
A/DJEM/SJU+S/MAS/Kn Atemschutzmasken
GDAS/S~I/DJE kassierte
MU/DJIK mutig
FÄN/DEÜ/DJE veränderte
BEÜ/SHMEUK/DJE überzeugte
HEK Heck
GR~O+S/AÜ/DJI/GE großartige
A/WAÜs Awards
BUN/DJE bunte
GIN/GE ginge
BHAND/LU+Nn Behandlungen
SHMEU/GIN Zeugin
JAÜN Jahn
SD~Ü+Sn stürzen
HEPn heben
BÜ/SHJEÜN Büchern
MIKS Mix
DJ~I/HEIM Tierheim
GE/BFEI/SHJEÜ+D gespeichert
BAS/GDED/BAL Basketball
DA/DJEIn Dateien
BDRAKSn Praxen
MID/HAL/DJN mithalten
NÜM/+K/FW+P CVP
INS/DJA+NS Instanz
FWEÜ/FAÜ/RENS Verfahrens
SHMEÜN/DJN zehnten
BREKʃ/NU+N Berechnung
EÜ/GDAN/DJE erkannte
BDRAK/DJI/SJE praktische
SHJE/M~I Chemie
EÜ/NEU/E/RU+N Erneuerung
O/BRKn/SHME Obergrenze
FWEÜ/BAN/DES Verbandes
EÜ/FOLK/REI/SHJEÜ erfolgreicher
BE/GDAND/GA/BE Bekanntgabe
DI/GDE dicke
GDÜNSD/LI/SHJE künstliche
LAND/DJAÜKS/WAÜL Landtagswahl
FLÜKʃ/DJE/DJN flüchteten
AUS/SHMEI+D Auszeit
EIN/SE+SD einsetzt
MÄO/DEÜ Mörder
BDAU/EÜD bedauert
EIN/FALn einfallen
NÜM/+KD CD
UN/DJEÜ/SHM~OKn unterzogen
HAILFs/BDAÜ/GDED Hilfspaket
GDLI/MA/WAN/DELS Klimawandels
DAÜ/LE/HN Darlehen
NÜM/WD/R WDR
W~ON/SI+S Wohnsitz
BDN/S~OKD entsorgt
FWEÜ/BAU+D verbaut
LÜ/BE/GDEÜ Lübecker
FWEÜ/SWIN/DE+D verschwindet
WO/FWON wovon
SHMU/GE/SHM~OKn zugezogen
DJEIL/SHMU/NEÜMn teilzunehmen
GDMM cm
EIN/SHMEL/HÄND/LEÜ Einzelhändler
BDRO/FES/SI/O/NEL professionell
GDOMPn/SIn kompensieren
SUPS/DJA+NS Substanz
SDA/BI/LE stabile
GDÄMPF/DJE kämpfte
LUD/WIKS/B~UK Ludwigsburg
SONn/SJEIN Sonnenschein
DJAN/+Sn tanzen
GDMRAʃ Crash
BDEÜ/FEK/DJN perfekten
BHAIN/DRU+Nn Behinderungen
GES/DJE Geste
N/GEM engem
WAÜN/SIN/NIK wahnsinnig
DE/ALS Deals
WI/DEÜ/BFRIKʃD widerspricht
MO/DEÜ/NI/S~I/RU+N Modernisierung
AUS/GDOMn auskommen
GI/DO Guido
BLA/RUS/SI/SJE belarussische
SHJI/GDMA/GO Chicago
HOKʃ/SHMEI/DJN Hochzeiten
FID/NES/SDU/DOS Fitnessstudios
BDN/SHMI/HN entziehen
+Sn/DJRA/LEÜ zentraler
AN/BAU Anbau
BKn/+Sn begrenzen
HOL/DJN holten
BHAUP/DJU+N Behauptung
BRI/GI+D/DJE Brigitte
GDOP/LE+NS Koblenz
LI/MI+D Limit
MNI/MUM Minimum
FWIK/DJ~O Viktor
FW~O/S~I+D vorsieht
GEÜ/WEÜK Gehweg
GDO/GDAIN Kokain
GDON/RAD Konrad
SWES/DJEÜN Schwestern
HOKʃ/DJUn Hochtouren
FI/DEO/GDON/FEn/+Sn Videokonferenzen
GÜNS/DJI/GE günstige
N/GEL Engel
REI/NI/GU+N Reinigung
SO/LI/DA/RIʃ solidarisch
DJÄOD/LI/SHJE tödliche
E/NEÜ/GIFn/DE Energiewende
BDN/NEÜMn entnehmen
EKS/DJRE/ME extreme
FWEÜ/SJO+ND verschont
DJES/SIN Tessin
W~I/DJE Wirte
BDJNN/HELD Held
SDAÜs/GDA+NS/LEI Staatskanzlei
GEL/DJND geltend
HI/SIKn hiesigen
GDÜN/DKn kündigen
BEÜ/DJRIPn übertrieben
FWEÜ/W~I/RU+N Verwirrung
MU/NI/DJON Munition
GAN/GE Gange
DO/GDJO/SHMIL Doskozil
O+P/FEÜS Opfers
GEIK/NE/DJN geeigneten
ME/DI/SHMI/NI/SJEÜ medizinischer
AUF/SIKʃD Aufsicht
GD~U+S/FRIS/DJI/GE kurzfristige
SDEK/DJE steckte
SN/DN senden
UN/WEI+D unweit
D~ON/B~IN Dornbirn
GOLD/BDREIS Goldpreis
NEU/BRAN/DN/B~UK Neubrandenburg
BFLE/GEIN/RIKʃ/DJU+Nn Pflegeeinrichtungen
GE/SE+D/SHMES Gesetzes
JUS/DJI+S/MNIS/DJRIN Justizministerin
BDEÜ/SÄON/LI/SHJEÜ persönlicher
NÜM/BP/+K BBC
BE/ED/HOFn Beethoven
AP/GE/SJAFD abgeschafft
JÜ/DI/SJE jüdische
SHMU/NEÜMn zunehmen
GDRUSs Kruse
OL/DN/B~UK Oldenburg
BE/SDRI+D bestritt
UN/DJEÜ/SDREIKʃD unterstreicht
EIN/GDLA+N Einklang
BRUNn Brunnen
SJ~IF schief
RÜK/BLIK Rückblick
AN/SHMU/NEÜMn anzunehmen
UN/BE/SDIM/DJE unbestimmte
GDRAN/Kn/HAU/SES Krankenhauses
RE/G~I/RU+NS/BFRE/SHJEÜ Regierungssprecher
AUS/BDRO/BIn ausprobieren
DJRI/BÜ/NE Tribüne
AUS/SHMAÜ/LU+N Auszahlung
EIN/GDÄU/FE Einkäufe
BDJNN/GDA/DJAÜ Katar
NÜM/IF IV
AN/GE/SDELD angestellt
I/DE/A/LE ideale
BUN/DES/FWEÜ/BAND Bundesverband
OFn/B~UK Offenburg
FW~O/LÄU/FI/GE vorläufige
DREÜ/BUKʃ Drehbuch
BDN/FÄLD entfällt
MEÜ/FA/MLIn/HAUS Mehrfamilienhaus
GDO/A/LI/DJONS/BDAÜD/NEÜ Koalitionspartner
M~O/GAN Morgan
NAKʃ/GDAKʃD nachgedacht
RI+D/DJEÜ Ritter
SDEFn Steven
GWÄÜL/DJE gewählte
AÜ/BEIs/BDLÄD/+Sn Arbeitsplätzen
SLUS/LIKʃD Schlusslicht
DJO/I/LE+D/DJE Toilette
FREI/HEI/DJN Freiheiten
SALS Salz
FEÜN/SEÜSn/DEÜ Fernsehsender
WISn/SJAFD/LEÜN Wissenschaftlern
AP/NEÜMn abnehmen
HRAUS/SHMU/FIN/DN herauszufinden
UN/DJEÜ/SJÄ+SD unterschätzt
AP/GE/SE+SD abgesetzt
AÜ/GDUD akut
LO/SAN Lausanne
GWAL/DJIK gewaltig
ÜP/LI/SHJE übliche
BE/SJAF/FU+N Beschaffung
BEÜ/N~I Bernie
B~U+S/GEL/DEÜ Bußgelder
DUN/GDEL/SHMIF/FEÜ Dunkelziffer
HEI/GDE Heike
BDRO/DJO/GDOL Protokoll
AD/FWE+ND Advent
AUS/WÄÜs/BF~IL Auswärtsspiel
GWÄS/SEÜ Gewässer
JAU/NAL Journal
DJAI/WAN Taiwan
BFANn/DN spannenden
MOND Mond
BU+ND bunt
SHMU/L~I/FE/REÜ Zulieferer
EIN/SIKʃD Einsicht
GRÜN/DN gründen
O/BEÜ/LI/GA Oberliga
AP/S~U+D absurd
GDJRUN/Kn getrunken
RE/LE/FAN/DJN relevanten
SNEI/DN schneiden
GE/SUND/HEIs/AM/DJES Gesundheitsamtes
FEÜN fern
BHJAI/LAND Thailand
GREI/NIKD gereinigt
BDEÜ/SO/NEL/LE personelle
UM/FASn umfassen
FAÜ/BEI/DJN verarbeiten
FWE/NE/DIK Venedig
AN/SJUL/DI/GU+Nn Anschuldigungen
U/LI Uli
A/SI/A/DJʃn asiatischen
FWOLKS/RE/BDUP/LIK Volksrepublik
GUKn gucken
REKʃ/NEÜ Rechner
AUS/GMAKʃD ausgemacht
N~O/MA/LEÜ normaler
GRÜKD gerückt
LAUF/BAÜN Laufbahn
SHMEUK Zeug
GRI/DJN gerieten
GEL/DES Geldes
U/NI/GDLI/NIK Uniklinik
EU/RO/BDA/WEI+D europaweit
MON/DJAÜKS montags
SHMU/RÜK/SHMU/GDEÜn zurückzukehren
EÜ/FASn erfassen
GWID/MED gewidmet
ÄL/DJES/DJN ältesten
EÜD/GE/SJOSs Erdgeschoss
EÜ/FUN/DN erfunden
FREI/B~U+/GEÜ Freiburger
~U+/BFRÜ+N/LI/SHJE ursprüngliche
FAS/SU+N Fassung
GLE/GEND/LIKʃ gelegentlich
BE/GDÄMPFD bekämpft
NA/ME+ND/LIKʃ namentlich
BDJNN/R~U/DJE Route
DJA+D/SÄKʃ/LI/SHJE tatsächliche
BA/LANSs Balance
GWEÜ/DJED gewertet
HAN/DELS/BLA+D Handelsblatt
WIN/DJEÜ/BHJ~U+ Winterthur
MO/DEÜ/NEÜ moderner
AN/DRA+N Andrang
DRINn drinnen
AN/DJ Andy
NEU/AUF/LA/GE Neuauflage
BDJNN/SWAPn Schwaben
WEI/DJEÜ/GE/GPn weitergegeben
SDRAÜ+Sn/BAÜN Straßenbahn
BDN/FEÜN/DJN entfernten
DAUMn Daumen
EÜ/FAÜ/RE/NE erfahrene
F~O/SJEÜN Forschern
FWEÜ/BRAKʃ/DJE verbrachte
GE/SUND/HEIs/MNIS/DJRIN Gesundheitsministerin
GÜL/DJIK gültig
BAKʃ/DJED beachtet
WEIP/LIKʃn weiblichen
REKʃs/SDAÜD Rechtsstaat
SJÄUP/LE Schäuble
AUS/SHMU/BAUn auszubauen
SJO/GD~I+D schockiert
BHJE/MA/DJI/S~I+D thematisiert
HAND/LU+NS/BDAÜF Handlungsbedarf
FEÜ/BFLIKʃ/DJND verpflichtend
EÜ/SHM~I/HU+N Erziehung
BDJNN/SAS/GDJA Saskia
HAN/DELS/SLUS Handelsschluss
BEÜ/GA/MO Bergamo
DEÜ/SHMEI/DJI/GEM derzeitigem
FRÜ/HE frühe
DJRANS/BDA/RE+ND transparent
DJRAU+D traut
MEL/B~ON Melbourne
GD~Ü/SHMEÜ kürzer
BUN/DES/E/BNE Bundesebene
NÜM/SP/B SBB
OP/MA+N Obmann
BDN/SDAN/DNn entstandenen
MEIS/DJE meiste
FEÜ/SWEI/FELD verzweifelt
AN/SDE/HN/DE anstehende
BDRI/FWA/DJEÜ privater
SJA/FE Schafe
N/DJEÜ/DJAIN/MND Entertainment
SHMU/RÜK/HAL/DJU+N Zurückhaltung
AN/GFAÜn angefahren
HE/RAUS/FIN/DN herausfinden
AN/LE/GEÜN Anlegern
BFLE/GHEI/ME Pflegeheime
DI/SELPn dieselben
FI/NALn finalen
MI+D/SDREI/DJEÜ Mitstreiter
A/LEKS/AND/RA Alexandra
BE/SEI/DJKn beseitigen
BHJE/SE These
DJRANS/BD~O/DJEÜ Transporter
FEIN/BA/RU+Nn Vereinbarungen
BFEK/DJAÜ/GDU/LÄn spektakulären
NAKʃ/GWISs/Nn nachgewiesenen
GDÜN/DI/GU+Nn Kündigungen
GE/SHM~IL/DJE gezielte
HAIN/WEISn hinweisen
Ü+PD übt
O/BEÜS/DJN obersten
DJEU/FEL Teufel
BFAL/DJU+N Spaltung
AM/DJIn/DN amtierenden
SDRIK/DJE strikte
BWÄÜ/RU+N Bewährung
MA/BHJI/AS Mathias
EIN/GE/SHM~OKn eingezogen
BDRO/DJES/DJ~I+D protestiert
A/WAÜD Award
MEIS/DJEÜ/SJAF/DJN Meisterschaften
BDEÜ/SO/NA/LIn Personalien
AUS/DJAUʃn austauschen
FWEÜ/SDÄÜK/DJE verstärkte
AUS/L~I/FE/RU+N Auslieferung
Ss/GDJU/EL sexuell
GRIKʃs Gerichts
GDUND/SJAFD Kundschaft
AM/BI/DJONn Ambitionen
AÜ/GDU/DJN akuten
UN/MI+D/DJEL/BA/REÜ unmittelbarer
GDAN/DI/DIn kandidieren
BDJNN/WAʃD Watch
BDO/SI/DJO/N~ID positioniert
JÄS Jazz
BDEÜ/SÄON/LIKʃ/GDEI/DJN Persönlichkeiten
FEÜ/BLI/BNn verbliebenen
A/LAIN Alain
BHI/LI+P Philip
SDAÜD/LIKʃ staatlich
HEÜ+ʃn herrschen
DE/FI/SHMI+D Defizit
JO/HAN/NA Johanna
DJAP/LE+D Tablet
DJO/DE Tode
GREIKʃD gereicht
HOKʃ/WEÜ/DJI/GE hochwertige
F~O/GDOMn vorkommen
BE/SJÄ/DIK/DJE beschädigte
BE/SEI/DJIKD beseitigt
FEÜ/BLEIPn/DN verbleibenden
HAIN/DJn hinteren
RE/DUK/DJON Reduktion
BUKʃn buchen
MA/NU/E/LA Manuela
FRAN/SHMIS/GDUS Franziskus
WAÜL/SIK Wahlsieg
GMÄL/DE Gemälde
LEIKʃn Leichen
FRON/DJAL frontal
BFAÜ+D spart
UN/GLÜK/LIKʃ unglücklich
FESD/BF~I/LE Festspiele
BHI/LO/SO/BH~I Philosophie
EÜ/FÜL/LU+N Erfüllung
ROSn Rosen
FEÜ/FASD verfasst
FW~O/GA/BE Vorgabe
GWAÜ/SAM Gewahrsam
UN/FÄLn Unfällen
W~OK/SJO+PS Workshops
DRO/HE drohe
EM/BDÄO+D empört
BI+D/GDMEUN Bitcoin
MIK Mick
BDRO/BAN/DN Probanden
B~IKD birgt
GLO/BAL global
GDAÜ/SDAD Karstadt
D~IN/DJE diente
IN/NE inne
SHMEID/SRIFD Zeitschrift
EIN/BE/SHM~OKn einbezogen
AN/BFREKʃn ansprechen
SWIʃD Switch
GDEKD gedeckt
AL/BA Alba
WELD/GDU+P Weltcup
WISn/SJAFD/LIKʃ wissenschaftlich
BEÜ/AÜ/BEI/DJED überarbeitet
BE/SREI/BU+N Beschreibung
MAD/DJEÜS/B~UK Mattersburg
FEÜLn/DEÜ fehlender
SO/GNAN/DJEÜ sogenannter
SDÄÜ/GDEn stärkeren
WEI/DJEÜ/BDN/WI/GDELD weiterentwickelt
GU+D/AKʃ/DJEÜ Gutachter
HEÜ/SDEL/LEÜS Herstellers
FI/SJ~US Features
ME/DN/GRUP/BDE Mediengruppe
HAIN/DJREIN/AN/DEÜ hintereinander
GRE/G~O Gregor
SHMU/SÄ+S/LI/SHJES zusätzliches
EIN/SHMIK/AÜ/DJI/GE einzigartige
LEIS/DJE/DJE leistete
SHJAÜ/L~I Charlie
SJE/SJIʃn tschechischen
AÜ+SD/BDRAKSn Arztpraxen
MANʃ manch
GEÜK/NEÜN Gegnern
FEÜ/GD~Ü+SD verkürzt
W~I/SEN wiesen
AUF/SWU+N Aufschwung
GLEI/SHJEÜ gleicher
DJRANS/BD~O/DJIn transportieren
GDAUF/MA+N Kaufmann
MASn/DJESs Massentests
AN/O/NÄIM anonym
GRE+NS/GDON/DJROLn Grenzkontrollen
FI/NAN/SHMI/AL Financial
W~ID/SJAFD/LI/SJEÜ wirtschaftlicher
IN/SO/FEÜN insofern
UN/GWIS/HEID Ungewissheit
GDLAÜKD klagt
SWAÜ/SHMEÜ schwarzer
LO/GDAL lokal
HO+D/LAIN Hotline
AN/GE/SJAU+D angeschaut
LAN/DES/WEI/DJN landesweiten
GE/GD~Ü+D gekürt
EF/FI/SHMI/E+NS Effizienz
LE/BNS/GDWA/LI/DJÄD Lebensqualität
MAN/SHJES manches
GWEÜ/BE/GE/BID Gewerbegebiet
SJEM/RE Re
FAÜ/SHMEUKS Fahrzeugs
SHMU/LÄSD zulässt
SDOF/FE Stoffe
BE/GRE+NS/DJE begrenzte
R~U+D ruht
BLEUKʃ/DJU+N Beleuchtung
BDJNN/HA+N Hang
IMPF/SDOFn Impfstoffen
F~U/SAKʃ/DJE verursachte
GDÄMP/FEÜ Kämpfer
RU+D Ruth
BDJRIPS/RAD Betriebsrat
MU/SI/GDA/LIʃn musikalischen
NO+D/SDAND Notstand
AP/SHMU/GPn abzugeben
DRÜK/DJE drückte
OS/GDMAÜ Oscar
FWEÜ/BO/DJE Verbote
FEÜ/SD~O/SES Verstoßes
FEÜ/DJEI/DI/GU+NS/MNIS/DJRI/UM Verteidigungsministerium
BDA+/SND passend
MI+D/GL~I/DEÜ/FWEÜ/SAM/LU+N Mitgliederversammlung
BFÄO/DEÜD befördert
WILD wild
SHMU/RÜK/SHMI/HN zurückziehen
SDU/DIn studieren
EIKn/FAND/W~O/DJU+N Eigenverantwortung
GLAD/BEK Gladbeck
SDAUP Staub
SDAÜ/DJE/DJN starteten
UN/RU/HE Unruhe
AK/DJU/EL/LEM aktuellem
BLI+PD/HEID Beliebtheit
DJAUKʃn tauchen
AU/E Aue
IN/SHME/N~I+D inszeniert
BHÄLD behält
MIK/RA/DJONS/HAIN/DJEÜ/GRUND Migrationshintergrund
F~O/SIKʃs/MAÜ+S/NAÜMn Vorsichtsmaßnahmen
MO/DELn Modellen
BDJNN/GDIs Kids
AN/GDJAN angetan
O+P/DJIʃ optisch
IN/FEK/DJONS/SJU+S/GE/SE+S Infektionsschutzgesetz
SON/DJAÜKS sonntags
DJÄI/BDI/SJE typische
AUF/DJRID/DJN Auftritten
DJO/DJN toten
JU/RIS/DJI/SJE juristische
FWEÜ/DÄKʃ/DJI/GE verdächtige
GDOS/DJEN/FREI kostenfrei
FLA+N/SAMn verlangsamen
GDREIS/DJAÜK Kreistag
JO/GDEÜ Joker
W~ON/~O+D Wohnort
RÜK/BF~IL Rückspiel
GDLÄ/RU+N Klärung
B~Ü/GEÜ/MEIS/DJEÜS Bürgermeisters
F~Ü/RU+NS/GDRÄF/DJE Führungskräfte
GRUND/SA+S Grundsatz
SHMU/SAMn/SLUS Zusammenschluss
SHMÄÜL/DJN zählten
LI/FE/RU+Nn Lieferungen
MA/RI/HU/A/NA Marihuana
REIKʃ reich
SHMÄÜ/LEÜN Zählern
AUS/NAÜ/ME/SI/DJU/A/DJON Ausnahmesituation
GE/BDÄK Gepäck
SWEÜ/BDU+N/DJE Schwerpunkte
BDRÄSn/DJ~I/DJN präsentierten
GDREʃD/MEÜ Kretschmer
HON/DA Honda
EIN/SHMU/F~Ün einzuführen
FW~O/GÄN/GE Vorgänge
JU/RIS/DJIʃ juristisch
A/BONn/DJN Abonnenten
GDLASn/SHMIM/MEÜ Klassenzimmer
WAÜ/SJAU Warschau
BEI/BHAL/DJN beibehalten
GDRONn Kronen
MID/GLIs/SDAÜ/DJN Mitgliedsstaaten
UN/SHMU/FRI/DN unzufrieden
NÜM/SUF SUV
AN/LEÜKn anlegen
GLO/BUS Globus
BFLE/GE/BDEÜ/SO/NAL Pflegepersonal
M~OKn/SDUN/DN Morgenstunden
ES/GDA/L~I+D eskaliert
HÄOKSD/SDAND Höchststand
DUN/GDEL dunkel
WID/DJN Witten
RE/AL real
BEÜ/RAʃn/DN überraschenden
BE/A/DJE Beate
HEIM/LIKʃ heimlich
Ss/FIL/LA Sevilla
IN/FWESD/ME+ND Investment
AP/LAUFn ablaufen
B~U+/GEÜ Burger
BLO/GDIn blockieren
BÄ/GDE/REI Bäckerei
HAND/SJU/HE Handschuhe
LA+NS Lanz
FO/RAN/DJREIPn vorantreiben
FWEÜ/BFÄ/DJU+N Verspätung
BDRÄI/NI+NS Trainings
EIN/SRÄN/Kn einschränken
AN/GLEÜKn/HEI/DJN Angelegenheiten
AP/RUF/BAÜ abrufbar
ÄO/GDO/LO/GIʃn ökologischen
SI/SJEÜ/HEIs/F~O/GDEÜ/RU+Nn Sicherheitsvorkehrungen
SHMU/SLAÜK Zuschlag
SEÜ/GJO Sergio
BHJUN Thun
REKʃs/GDRÄF/DJIK rechtskräftig
RUK/SAK Rucksack
SO/F~O/DJI/GE sofortige
AÜ/MNIn Armenien
JE/AN Jean
FL~I/GEÜ Flieger
GRUND/SDÜ/GDE Grundstücke
E/RIK Erik
DE/FI/NIn definieren
GDIN/DEÜ/DJA/GES/SDÄD/DJN Kindertagesstätten
BDO/DUM Podium
ÄM/DJEÜ Ämter
GDON/GD~U+/RE+ND Konkurrent
SRIPn schrieben
AN/GNEÜM angenehm
BKn Becken
BUN/DES/AÜKn/DJ~U Bundesagentur
F~OS Force
GDON/SHMEÜN/SHJEF Konzernchef
MAÜ/FWIN Marvin
SJAU/E schaue
AP/SIKʃD/LIKʃ absichtlich
FW~O/RAN/GIK vorrangig
DREK/DJO/RIN Direktorin
FEÜ/LEÜN Fehlern
DRI+Nn/DN dringenden
EIN/RIKʃ/DJN einrichten
GRE/MN Gremien
AN/NÄ/HEÜND annähernd
SA/MU/EL Samuel
AUF/WN/DIK aufwendig
BDJNN/DJIPn Typen
SREIP/DJIʃ Schreibtisch
SJS/DJE/MA/DJIʃ systematisch
SJA/RAK/DJRE Charaktere
LEÜ/NEN lehnen
FAP/SJI/DE/DJE verabschiedete
MAÜʃ Marsch
BLOK Block
BDR~O/DJE bedrohte
BE/GDAN/DJEÜ bekannter
AN/B~I/DJEÜN Anbietern
DRO/HU+N Drohung
ÄÜ+SD/LI/SJE ärztliche
DA/DJA Data
D~U+Kʃ/SU/SHJU+N Durchsuchung
LO/OK Look
UN/FWEÜ/SHM~ÜK/LIKʃ unverzüglich
RE+D/DJEÜ Retter
BE/GDLAÜK/DJE beklagte
IK/NO/RIn ignorieren
DJRAU/RI/GE traurige
SWAN/GEÜ schwanger
DJRO/GDENn trockenen
GELPn gelben
DJLE/FO/NAD Telefonat
E/LE/NA Elena
AN/HAL/DJN/DE anhaltende
FEÜ/BRI+ND verbringt
AP/GA/BE Abgabe
BD~ÜF/NIS Bedürfnis
WEÜK/SHMEUK Werkzeug
GKn/BFI/LEÜ Gegenspieler
FWEÜ/GDEÜS/MI+D/DJEL Verkehrsmittel
GDLÄ/GEÜ Kläger
GN~ÜKD genügt
DUN/GDEL/HEI+D Dunkelheit
BEÜ/DJROFn übertroffen
AN/SJAF/FU+N Anschaffung
LE/BNS/JAÜ Lebensjahr
BFRIKʃ sprich
ÄO/GDO/LO/GI/SJE ökologische
AM/DJES Amtes
MNʃn/AN/SAM/LU+Nn Menschenansammlungen
DJO/OL Tool
LI/FEÜ/DJN lieferten
NEÜ/FWÄOS nervös
BDRO/DUK/DJONn Produktionen
WOKʃn/BE/GIN Wochenbeginn
EIK/Nn eignen
EIN/SHMEL/HEI/DJN Einzelheiten
SAUND Sound
AN/DAU/EÜN andauern
MEÜK/DJE merkte
GDU/LIS/Ss Kulisse
NO+D/FALS notfalls
BDO/OL Pool
DJA/BLEs Tablets
FWAL/DJU+NS/RAD Verwaltungsrat
RÜK/MEL/DU+Nn Rückmeldungen
FWEÜ/GDEÜS/MI+D/DJELN Verkehrsmitteln
AUS/GE/SRIPn ausgeschrieben
NÜM/DJ DJ
RE/GD~OD/HOKʃ Rekordhoch
BRAND/~U+/SA/SHJE Brandursache
FEÜ/BRAU/SJR+Sn/DJRA/LE Verbraucherzentrale
EIN/GE/SJAL/DJE+D eingeschaltet
FEÜ/SHMEIKʃ/NE/DJN verzeichneten
+Sn/DJn Zentren
SLIKʃD/WEÜK schlichtweg
FAÜ/RÄ/DEÜ Fahrräder
FREI/GA/BE Freigabe
HOKʃ/DRUK Hochdruck
LEÜ/MA+N Lehmann
UN/AN/GNEÜM unangenehm
REKʃ/NU+Nn Rechnungen
EIN/DJRE/DJN eintreten
BDN/GHN entgehen
